13, 21, 42
14, 21, 42
15, 21, 42
7, 6, 41
6, 6, 41
5, 6, 41
4, 6, 41
3, 6, 41
2, 6, 41
1, 6, 41
21, 5, 41
20, 5, 41
19, 5, 41
18, 5, 41
17, 5, 41
16, 5, 41
15, 5, 41
14, 5, 41
13, 5, 41
16, 21, 42
9, 22, 42
10, 22, 42
9, 5, 41
8, 5, 41
7, 5, 41
6, 5, 41
5, 5, 41
4, 5, 41
3, 5, 41
2, 5, 41
1, 5, 41
20, 4, 41
19, 4, 41
18, 4, 41
17, 4, 41
16, 4, 41
15, 4, 41
14, 4, 41
13, 4, 41
12, 4, 41
11, 4, 41
10, 4, 41
9, 4, 41
8, 4, 41
7, 4, 41
6, 4, 41
5, 4, 41
4, 4, 41
3, 4, 41
2, 4, 41
19, 3, 41
18, 3, 41
17, 3, 41
16, 3, 41
15, 3, 41
14, 3, 41
13, 3, 41
12, 3, 41
11, 3, 41
10, 3, 41
9, 3, 41
8, 3, 41
7, 3, 41
6, 3, 41
5, 3, 41
4, 3, 41
3, 3, 41
18, 2, 41
17, 2, 41
16, 2, 41
15, 2, 41
14, 2, 41
13, 2, 41
12, 2, 41
11, 2, 41
10, 2, 41
9, 2, 41
8, 2, 41
7, 2, 41
6, 2, 41
5, 2, 41
4, 2, 41
3, 2, 41
17, 1, 41
16, 1, 41
15, 1, 41
14, 1, 41
13, 1, 41
12, 1, 41
11, 1, 41
10, 1, 41
9, 1, 41
8, 1, 41
7, 1, 41
6, 1, 41
5, 1, 41
15, 0, 41
14, 0, 41
13, 0, 41
12, 0, 41
11, 0, 41
10, 0, 41
9, 0, 41
8, 0, 41
7, 0, 41
12, 17, 40
11, 17, 40
10, 17, 40
14, 16, 40
13, 16, 40
11, 22, 42
9, 16, 40
8, 16, 40
15, 15, 40
7, 15, 40
16, 14, 40
12, 22, 42
6, 14, 40
16, 13, 40
6, 13, 40
17, 12, 40
13, 22, 42
5, 12, 40
17, 11, 40
5, 11, 40
17, 10, 40
7, 2, 43
5, 10, 40
16, 9, 40
6, 9, 40
16, 8, 40
8, 2, 43
6, 8, 40
15, 7, 40
7, 7, 40
14, 6, 40
13, 6, 40
9, 2, 43
9, 6, 40
8, 6, 40
12, 5, 40
11, 5, 40
10, 5, 40
12, 17, 39
11, 17, 39
10, 17, 39
14, 16, 39
13, 16, 39
10, 2, 43
9, 16, 39
8, 16, 39
15, 15, 39
7, 15, 39
16, 14, 39
11, 2, 43
6, 14, 39
16, 13, 39
6, 13, 39
17, 12, 39
12, 2, 43
5, 12, 39
17, 11, 39
5, 11, 39
17, 10, 39
13, 2, 43
5, 10, 39
16, 9, 39
6, 9, 39
16, 8, 39
14, 2, 43
6, 8, 39
15, 7, 39
7, 7, 39
14, 6, 39
13, 6, 39
15, 2, 43
9, 6, 39
8, 6, 39
12, 5, 39
11, 5, 39
10, 5, 39
12, 17, 38
11, 17, 38
10, 17, 38
14, 16, 38
13, 16, 38
6, 3, 43
9, 16, 38
8, 16, 38
15, 15, 38
7, 15, 38
16, 14, 38
7, 3, 43
6, 14, 38
16, 13, 38
6, 13, 38
17, 12, 38
15, 3, 43
5, 12, 38
17, 11, 38
5, 11, 38
17, 10, 38
16, 3, 43
5, 10, 38
16, 9, 38
6, 9, 38
16, 8, 38
17, 3, 43
6, 8, 38
15, 7, 38
7, 7, 38
14, 6, 38
13, 6, 38
4, 4, 43
9, 6, 38
8, 6, 38
12, 5, 38
11, 5, 38
10, 5, 38
12, 17, 37
11, 17, 37
10, 17, 37
14, 16, 37
13, 16, 37
5, 4, 43
9, 16, 37
8, 16, 37
15, 15, 37
7, 15, 37
16, 14, 37
17, 4, 43
6, 14, 37
16, 13, 37
6, 13, 37
17, 12, 37
18, 4, 43
5, 12, 37
17, 11, 37
5, 11, 37
17, 10, 37
3, 5, 43
5, 10, 37
16, 9, 37
6, 9, 37
16, 8, 37
4, 5, 43
6, 8, 37
15, 7, 37
7, 7, 37
14, 6, 37
13, 6, 37
18, 5, 43
9, 6, 37
8, 6, 37
12, 5, 37
11, 5, 37
10, 5, 37
12, 17, 36
11, 17, 36
10, 17, 36
14, 16, 36
13, 16, 36
19, 5, 43
9, 16, 36
8, 16, 36
15, 15, 36
7, 15, 36
16, 14, 36
3, 6, 43
6, 14, 36
16, 13, 36
6, 13, 36
17, 12, 36
19, 6, 43
5, 12, 36
17, 11, 36
5, 11, 36
17, 10, 36
2, 7, 43
5, 10, 36
16, 9, 36
6, 9, 36
16, 8, 36
3, 7, 43
6, 8, 36
15, 7, 36
7, 7, 36
14, 6, 36
13, 6, 36
19, 7, 43
9, 6, 36
8, 6, 36
12, 5, 36
11, 5, 36
10, 5, 36
12, 17, 35
11, 17, 35
10, 17, 35
14, 16, 35
13, 16, 35
20, 7, 43
9, 16, 35
8, 16, 35
15, 15, 35
7, 15, 35
16, 14, 35
2, 8, 43
6, 14, 35
16, 13, 35
6, 13, 35
17, 12, 35
20, 8, 43
5, 12, 35
17, 11, 35
5, 11, 35
17, 10, 35
2, 9, 43
5, 10, 35
16, 9, 35
6, 9, 35
16, 8, 35
20, 9, 43
6, 8, 35
15, 7, 35
7, 7, 35
14, 6, 35
13, 6, 35
2, 10, 43
9, 6, 35
8, 6, 35
12, 5, 35
11, 5, 35
10, 5, 35
12, 17, 34
11, 17, 34
10, 17, 34
14, 16, 34
13, 16, 34
20, 10, 43
9, 16, 34
8, 16, 34
15, 15, 34
7, 15, 34
16, 14, 34
2, 11, 43
6, 14, 34
16, 13, 34
6, 13, 34
17, 12, 34
20, 11, 43
5, 12, 34
17, 11, 34
5, 11, 34
17, 10, 34
2, 12, 43
5, 10, 34
16, 9, 34
6, 9, 34
16, 8, 34
20, 12, 43
6, 8, 34
15, 7, 34
7, 7, 34
14, 6, 34
13, 6, 34
2, 13, 43
9, 6, 34
8, 6, 34
12, 5, 34
11, 5, 34
10, 5, 34
12, 17, 33
11, 17, 33
10, 17, 33
14, 16, 33
13, 16, 33
20, 13, 43
9, 16, 33
8, 16, 33
15, 15, 33
7, 15, 33
16, 14, 33
2, 14, 43
6, 14, 33
16, 13, 33
6, 13, 33
17, 12, 33
20, 14, 43
5, 12, 33
17, 11, 33
5, 11, 33
17, 10, 33
2, 15, 43
5, 10, 33
16, 9, 33
6, 9, 33
16, 8, 33
3, 15, 43
6, 8, 33
15, 7, 33
7, 7, 33
14, 6, 33
13, 6, 33
19, 15, 43
9, 6, 33
8, 6, 33
12, 5, 33
11, 5, 33
10, 5, 33
12, 17, 32
11, 17, 32
10, 17, 32
14, 16, 32
13, 16, 32
20, 15, 43
9, 16, 32
8, 16, 32
15, 15, 32
7, 15, 32
16, 14, 32
3, 16, 43
6, 14, 32
16, 13, 32
6, 13, 32
17, 12, 32
19, 16, 43
5, 12, 32
17, 11, 32
5, 11, 32
17, 10, 32
3, 17, 43
5, 10, 32
16, 9, 32
6, 9, 32
16, 8, 32
4, 17, 43
6, 8, 32
15, 7, 32
7, 7, 32
14, 6, 32
13, 6, 32
18, 17, 43
9, 6, 32
8, 6, 32
12, 5, 32
11, 5, 32
10, 5, 32
12, 17, 31
11, 17, 31
10, 17, 31
14, 16, 31
13, 16, 31
19, 17, 43
9, 16, 31
8, 16, 31
15, 15, 31
7, 15, 31
16, 14, 31
4, 18, 43
6, 14, 31
16, 13, 31
6, 13, 31
17, 12, 31
5, 18, 43
5, 12, 31
17, 11, 31
5, 11, 31
17, 10, 31
17, 18, 43
5, 10, 31
16, 9, 31
6, 9, 31
16, 8, 31
18, 18, 43
6, 8, 31
15, 7, 31
7, 7, 31
14, 6, 31
13, 6, 31
6, 19, 43
9, 6, 31
8, 6, 31
12, 5, 31
11, 5, 31
10, 5, 31
12, 17, 30
11, 17, 30
10, 17, 30
14, 16, 30
13, 16, 30
7, 19, 43
9, 16, 30
8, 16, 30
15, 15, 30
7, 15, 30
16, 14, 30
15, 19, 43
6, 14, 30
16, 13, 30
6, 13, 30
17, 12, 30
16, 19, 43
5, 12, 30
17, 11, 30
5, 11, 30
17, 10, 30
17, 19, 43
5, 10, 30
16, 9, 30
6, 9, 30
16, 8, 30
7, 20, 43
6, 8, 30
15, 7, 30
7, 7, 30
14, 6, 30
13, 6, 30
8, 20, 43
9, 6, 30
8, 6, 30
12, 5, 30
11, 5, 30
10, 5, 30
12, 17, 29
11, 17, 29
10, 17, 29
14, 16, 29
13, 16, 29
9, 20, 43
9, 16, 29
8, 16, 29
15, 15, 29
7, 15, 29
16, 14, 29
10, 20, 43
6, 14, 29
16, 13, 29
6, 13, 29
17, 12, 29
11, 20, 43
12, 20, 43
5, 12, 29
17, 11, 29
5, 11, 29
17, 10, 29
13, 20, 43
14, 20, 43
5, 10, 29
16, 9, 29
6, 9, 29
16, 8, 29
15, 20, 43
6, 8, 29
15, 7, 29
7, 7, 29
14, 6, 29
13, 6, 29
8, 3, 44
9, 6, 29
8, 6, 29
12, 5, 29
11, 5, 29
10, 5, 29
12, 17, 28
11, 17, 28
10, 17, 28
14, 16, 28
13, 16, 28
9, 3, 44
9, 16, 28
8, 16, 28
15, 15, 28
7, 15, 28
16, 14, 28
10, 3, 44
6, 14, 28
16, 13, 28
6, 13, 28
17, 12, 28
11, 3, 44
12, 3, 44
5, 12, 28
17, 11, 28
5, 11, 28
17, 10, 28
13, 3, 44
14, 3, 44
5, 10, 28
16, 9, 28
6, 9, 28
16, 8, 28
6, 4, 44
6, 8, 28
15, 7, 28
7, 7, 28
14, 6, 28
13, 6, 28
7, 4, 44
9, 6, 28
8, 6, 28
12, 5, 28
11, 5, 28
10, 5, 28
12, 17, 27
11, 17, 27
10, 17, 27
14, 16, 27
13, 16, 27
8, 4, 44
9, 16, 27
8, 16, 27
15, 15, 27
7, 15, 27
16, 14, 27
9, 4, 44
6, 14, 27
16, 13, 27
6, 13, 27
17, 12, 27
10, 4, 44
11, 4, 44
5, 12, 27
17, 11, 27
5, 11, 27
17, 10, 27
12, 4, 44
13, 4, 44
5, 10, 27
16, 9, 27
6, 9, 27
16, 8, 27
14, 4, 44
6, 8, 27
15, 7, 27
7, 7, 27
14, 6, 27
13, 6, 27
15, 4, 44
9, 6, 27
8, 6, 27
12, 5, 27
11, 5, 27
10, 5, 27
12, 17, 26
11, 17, 26
10, 17, 26
14, 16, 26
13, 16, 26
16, 4, 44
9, 16, 26
8, 16, 26
15, 15, 26
7, 15, 26
16, 14, 26
5, 5, 44
6, 14, 26
16, 13, 26
6, 13, 26
17, 12, 26
6, 5, 44
7, 5, 44
5, 12, 26
17, 11, 26
5, 11, 26
17, 10, 26
15, 5, 44
16, 5, 44
5, 10, 26
16, 9, 26
6, 9, 26
16, 8, 26
17, 5, 44
6, 8, 26
15, 7, 26
7, 7, 26
14, 6, 26
13, 6, 26
4, 6, 44
9, 6, 26
8, 6, 26
12, 5, 26
11, 5, 26
10, 5, 26
12, 17, 25
11, 17, 25
10, 17, 25
14, 16, 25
13, 16, 25
5, 6, 44
9, 16, 25
8, 16, 25
15, 15, 25
7, 15, 25
16, 14, 25
17, 6, 44
6, 14, 25
16, 13, 25
6, 13, 25
17, 12, 25
18, 6, 44
4, 7, 44
5, 12, 25
17, 11, 25
5, 11, 25
17, 10, 25
5, 7, 44
17, 7, 44
5, 10, 25
16, 9, 25
6, 9, 25
16, 8, 25
18, 7, 44
6, 8, 25
15, 7, 25
7, 7, 25
14, 6, 25
13, 6, 25
3, 8, 44
9, 6, 25
8, 6, 25
12, 5, 25
11, 5, 25
10, 5, 25
12, 17, 24
11, 17, 24
10, 17, 24
14, 16, 24
13, 16, 24
4, 8, 44
9, 16, 24
8, 16, 24
15, 15, 24
7, 15, 24
16, 14, 24
18, 8, 44
6, 14, 24
16, 13, 24
6, 13, 24
17, 12, 24
19, 8, 44
3, 9, 44
5, 12, 24
17, 11, 24
5, 11, 24
17, 10, 24
4, 9, 44
18, 9, 44
5, 10, 24
16, 9, 24
6, 9, 24
16, 8, 24
19, 9, 44
6, 8, 24
15, 7, 24
7, 7, 24
14, 6, 24
13, 6, 24
3, 10, 44
9, 6, 24
8, 6, 24
12, 5, 24
11, 5, 24
10, 5, 24
12, 17, 23
11, 17, 23
10, 17, 23
14, 16, 23
13, 16, 23
4, 10, 44
9, 16, 23
8, 16, 23
15, 15, 23
7, 15, 23
16, 14, 23
18, 10, 44
6, 14, 23
16, 13, 23
6, 13, 23
17, 12, 23
19, 10, 44
3, 11, 44
5, 12, 23
17, 11, 23
5, 11, 23
17, 10, 23
4, 11, 44
18, 11, 44
5, 10, 23
16, 9, 23
6, 9, 23
16, 8, 23
19, 11, 44
6, 8, 23
15, 7, 23
7, 7, 23
14, 6, 23
13, 6, 23
3, 12, 44
9, 6, 23
8, 6, 23
12, 5, 23
11, 5, 23
10, 5, 23
12, 17, 22
11, 17, 22
10, 17, 22
14, 16, 22
13, 16, 22
4, 12, 44
9, 16, 22
8, 16, 22
15, 15, 22
7, 15, 22
16, 14, 22
18, 12, 44
6, 14, 22
16, 13, 22
6, 13, 22
17, 12, 22
19, 12, 44
3, 13, 44
5, 12, 22
17, 11, 22
5, 11, 22
17, 10, 22
4, 13, 44
18, 13, 44
5, 10, 22
16, 9, 22
6, 9, 22
16, 8, 22
19, 13, 44
6, 8, 22
15, 7, 22
7, 7, 22
14, 6, 22
13, 6, 22
3, 14, 44
9, 6, 22
8, 6, 22
12, 5, 22
11, 5, 22
10, 5, 22
12, 17, 21
11, 17, 21
10, 17, 21
14, 16, 21
13, 16, 21
4, 14, 44
9, 16, 21
8, 16, 21
15, 15, 21
7, 15, 21
16, 14, 21
18, 14, 44
6, 14, 21
16, 13, 21
6, 13, 21
17, 12, 21
19, 14, 44
4, 15, 44
5, 12, 21
17, 11, 21
5, 11, 21
17, 10, 21
5, 15, 44
17, 15, 44
5, 10, 21
16, 9, 21
6, 9, 21
16, 8, 21
18, 15, 44
6, 8, 21
15, 7, 21
7, 7, 21
14, 6, 21
13, 6, 21
4, 16, 44
9, 6, 21
8, 6, 21
12, 5, 21
11, 5, 21
10, 5, 21
12, 17, 20
11, 17, 20
10, 17, 20
14, 16, 20
13, 16, 20
5, 16, 44
9, 16, 20
8, 16, 20
15, 15, 20
7, 15, 20
16, 14, 20
17, 16, 44
6, 14, 20
16, 13, 20
6, 13, 20
17, 12, 20
18, 16, 44
5, 17, 44
5, 12, 20
17, 11, 20
5, 11, 20
17, 10, 20
6, 17, 44
7, 17, 44
5, 10, 20
16, 9, 20
6, 9, 20
16, 8, 20
15, 17, 44
6, 8, 20
15, 7, 20
7, 7, 20
14, 6, 20
13, 6, 20
16, 17, 44
9, 6, 20
8, 6, 20
12, 5, 20
11, 5, 20
10, 5, 20
12, 17, 19
11, 17, 19
10, 17, 19
14, 16, 19
13, 16, 19
17, 17, 44
9, 16, 19
8, 16, 19
15, 15, 19
7, 15, 19
16, 14, 19
6, 18, 44
6, 14, 19
16, 13, 19
6, 13, 19
17, 12, 19
7, 18, 44
8, 18, 44
5, 12, 19
17, 11, 19
5, 11, 19
17, 10, 19
9, 18, 44
10, 18, 44
5, 10, 19
16, 9, 19
6, 9, 19
16, 8, 19
11, 18, 44
6, 8, 19
15, 7, 19
7, 7, 19
14, 6, 19
13, 6, 19
12, 18, 44
9, 6, 19
8, 6, 19
12, 5, 19
11, 5, 19
10, 5, 19
12, 17, 18
11, 17, 18
10, 17, 18
14, 16, 18
13, 16, 18
13, 18, 44
9, 16, 18
8, 16, 18
15, 15, 18
7, 15, 18
16, 14, 18
14, 18, 44
6, 14, 18
16, 13, 18
6, 13, 18
17, 12, 18
15, 18, 44
16, 18, 44
5, 12, 18
17, 11, 18
5, 11, 18
17, 10, 18
8, 19, 44
9, 19, 44
5, 10, 18
16, 9, 18
6, 9, 18
16, 8, 18
10, 19, 44
6, 8, 18
15, 7, 18
7, 7, 18
14, 6, 18
13, 6, 18
11, 19, 44
9, 6, 18
8, 6, 18
12, 5, 18
11, 5, 18
10, 5, 18
12, 17, 17
11, 17, 17
10, 17, 17
14, 16, 17
13, 16, 17
12, 19, 44
9, 16, 17
8, 16, 17
15, 15, 17
7, 15, 17
16, 14, 17
13, 19, 44
6, 14, 17
16, 13, 17
6, 13, 17
17, 12, 17
14, 19, 44
8, 5, 45
5, 12, 17
17, 11, 17
5, 11, 17
17, 10, 17
9, 5, 45
10, 5, 45
5, 10, 17
16, 9, 17
6, 9, 17
16, 8, 17
11, 5, 45
6, 8, 17
15, 7, 17
7, 7, 17
14, 6, 17
13, 6, 17
12, 5, 45
9, 6, 17
8, 6, 17
12, 5, 17
11, 5, 17
10, 5, 17
12, 17, 16
11, 17, 16
10, 17, 16
14, 16, 16
13, 16, 16
13, 5, 45
9, 16, 16
8, 16, 16
15, 15, 16
7, 15, 16
16, 14, 16
14, 5, 45
6, 14, 16
16, 13, 16
6, 13, 16
17, 12, 16
6, 6, 45
7, 6, 45
5, 12, 16
17, 11, 16
5, 11, 16
17, 10, 16
8, 6, 45
14, 6, 45
5, 10, 16
16, 9, 16
6, 9, 16
16, 8, 16
15, 6, 45
6, 8, 16
15, 7, 16
7, 7, 16
14, 6, 16
13, 6, 16
16, 6, 45
9, 6, 16
8, 6, 16
12, 5, 16
11, 5, 16
10, 5, 16
12, 17, 15
11, 17, 15
10, 17, 15
14, 16, 15
13, 16, 15
6, 7, 45
9, 16, 15
8, 16, 15
15, 15, 15
7, 15, 15
16, 14, 15
16, 7, 45
6, 14, 15
16, 13, 15
6, 13, 15
17, 12, 15
5, 8, 45
16, 8, 45
5, 12, 15
17, 11, 15
5, 11, 15
17, 10, 15
17, 8, 45
5, 9, 45
5, 10, 15
16, 9, 15
6, 9, 15
16, 8, 15
17, 9, 45
6, 8, 15
15, 7, 15
7, 7, 15
14, 6, 15
13, 6, 15
5, 10, 45
9, 6, 15
8, 6, 15
12, 5, 15
11, 5, 15
10, 5, 15
12, 17, 14
11, 17, 14
10, 17, 14
14, 16, 14
13, 16, 14
17, 10, 45
9, 16, 14
8, 16, 14
15, 15, 14
7, 15, 14
16, 14, 14
5, 11, 45
6, 14, 14
16, 13, 14
6, 13, 14
17, 12, 14
17, 11, 45
5, 12, 45
5, 12, 14
17, 11, 14
5, 11, 14
17, 10, 14
17, 12, 45
5, 13, 45
5, 10, 14
16, 9, 14
6, 9, 14
16, 8, 14
17, 13, 45
6, 8, 14
15, 7, 14
7, 7, 14
14, 6, 14
13, 6, 14
5, 14, 45
9, 6, 14
8, 6, 14
12, 5, 14
11, 5, 14
10, 5, 14
12, 17, 13
11, 17, 13
10, 17, 13
14, 16, 13
13, 16, 13
16, 14, 45
9, 16, 13
8, 16, 13
15, 15, 13
7, 15, 13
16, 14, 13
17, 14, 45
6, 14, 13
16, 13, 13
6, 13, 13
17, 12, 13
6, 15, 45
16, 15, 45
5, 12, 13
17, 11, 13
5, 11, 13
17, 10, 13
6, 16, 45
7, 16, 45
5, 10, 13
16, 9, 13
6, 9, 13
16, 8, 13
8, 16, 45
6, 8, 13
15, 7, 13
7, 7, 13
14, 6, 13
13, 6, 13
14, 16, 45
9, 6, 13
8, 6, 13
12, 5, 13
11, 5, 13
10, 5, 13
12, 17, 12
11, 17, 12
10, 17, 12
14, 16, 12
13, 16, 12
15, 16, 45
9, 16, 12
8, 16, 12
15, 15, 12
7, 15, 12
16, 14, 12
16, 16, 45
6, 14, 12
16, 13, 12
6, 13, 12
17, 12, 12
8, 17, 45
9, 17, 45
5, 12, 12
17, 11, 12
5, 11, 12
17, 10, 12
10, 17, 45
11, 17, 45
5, 10, 12
16, 9, 12
6, 9, 12
16, 8, 12
12, 17, 45
6, 8, 12
15, 7, 12
7, 7, 12
14, 6, 12
13, 6, 12
13, 17, 45
9, 6, 12
8, 6, 12
12, 5, 12
11, 5, 12
10, 5, 12
12, 17, 11
11, 17, 11
10, 17, 11
14, 16, 11
13, 16, 11
14, 17, 45
9, 16, 11
8, 16, 11
15, 15, 11
7, 15, 11
16, 14, 11
9, 6, 46
6, 14, 11
16, 13, 11
6, 13, 11
17, 12, 11
10, 6, 46
11, 6, 46
5, 12, 11
17, 11, 11
5, 11, 11
17, 10, 11
12, 6, 46
13, 6, 46
5, 10, 11
16, 9, 11
6, 9, 11
16, 8, 11
7, 7, 46
6, 8, 11
15, 7, 11
7, 7, 11
14, 6, 11
13, 6, 11
8, 7, 46
9, 6, 11
8, 6, 11
12, 5, 11
11, 5, 11
10, 5, 11
12, 17, 10
11, 17, 10
10, 17, 10
14, 16, 10
13, 16, 10
9, 7, 46
9, 16, 10
8, 16, 10
15, 15, 10
7, 15, 10
16, 14, 10
13, 7, 46
6, 14, 10
16, 13, 10
6, 13, 10
17, 12, 10
14, 7, 46
15, 7, 46
5, 12, 10
17, 11, 10
5, 11, 10
17, 10, 10
6, 8, 46
7, 8, 46
5, 10, 10
16, 9, 10
6, 9, 10
16, 8, 10
15, 8, 46
6, 8, 10
15, 7, 10
7, 7, 10
14, 6, 10
13, 6, 10
6, 9, 46
9, 6, 10
8, 6, 10
12, 5, 10
11, 5, 10
10, 5, 10
12, 17, 9
11, 17, 9
10, 17, 9
14, 16, 9
13, 16, 9
7, 9, 46
9, 16, 9
8, 16, 9
15, 15, 9
7, 15, 9
16, 14, 9
15, 9, 46
6, 14, 9
16, 13, 9
6, 13, 9
17, 12, 9
16, 9, 46
6, 10, 46
5, 12, 9
17, 11, 9
5, 11, 9
17, 10, 9
16, 10, 46
6, 11, 46
5, 10, 9
16, 9, 9
6, 9, 9
16, 8, 9
16, 11, 46
6, 8, 9
15, 7, 9
7, 7, 9
14, 6, 9
13, 6, 9
6, 12, 46
9, 6, 9
8, 6, 9
12, 5, 9
11, 5, 9
10, 5, 9
12, 17, 8
11, 17, 8
10, 17, 8
14, 16, 8
13, 16, 8
16, 12, 46
9, 16, 8
8, 16, 8
15, 15, 8
7, 15, 8
16, 14, 8
6, 13, 46
6, 14, 8
16, 13, 8
6, 13, 8
17, 12, 8
7, 13, 46
15, 13, 46
5, 12, 8
17, 11, 8
5, 11, 8
17, 10, 8
16, 13, 46
6, 14, 46
5, 10, 8
16, 9, 8
6, 9, 8
16, 8, 8
7, 14, 46
6, 8, 8
15, 7, 8
7, 7, 8
14, 6, 8
13, 6, 8
15, 14, 46
9, 6, 8
8, 6, 8
12, 5, 8
11, 5, 8
10, 5, 8
12, 17, 7
11, 17, 7
10, 17, 7
14, 16, 7
13, 16, 7
7, 15, 46
9, 16, 7
8, 16, 7
15, 15, 7
7, 15, 7
16, 14, 7
8, 15, 46
6, 14, 7
16, 13, 7
6, 13, 7
17, 12, 7
9, 15, 46
13, 15, 46
5, 12, 7
17, 11, 7
5, 11, 7
17, 10, 7
14, 15, 46
15, 15, 46
5, 10, 7
16, 9, 7
6, 9, 7
16, 8, 7
9, 16, 46
6, 8, 7
15, 7, 7
7, 7, 7
14, 6, 7
13, 6, 7
10, 16, 46
9, 6, 7
8, 6, 7
12, 5, 7
11, 5, 7
10, 5, 7
12, 17, 6
11, 17, 6
10, 17, 6
